Radicando,Babilonese,Errore,Tangenti,Inverso,Sqrt
1e-08,0.0019548313668533114,0.0019548313668533114,0.0009799734463768973,0.07841646128067913,0.0001
6e-08,0.001963354268926201,0.001963354268926201,0.0009969570930066815,0.07841663131311886,0.0002449489742783178
1.0999999999999999e-07,0.0019718623247720266,0.0019718623247720266,0.0010138235503806775,0.07841680134561531,0.00033166247903553995
1.6e-07,0.001980355589743703,0.001980355589743703,0.0010305745434363242,0.0784169713781685,0.0004
2.1e-07,0.0019888341189055717,0.0019888341189055717,0.001047211761736516,0.07841714141077842,0.000458257569495584
2.6e-07,0.001997297967035295,0.001997297967035295,0.0010637368603810039,0.07841731144344502,0.0005099019513592785
3.1e-07,0.002005747188625735,0.002005747188625735,0.0010801514608896957,0.07841748147616838,0.0005567764362830022
3.6e-07,0.002014181837886826,0.002014181837886826,0.0010964571520588585,0.07841765150894844,0.0006
4.1e-07,0.0020226019687474275,0.0020226019687474275,0.0011126554907911958,0.07841782154178528,0.0006403124237432849
4.6e-07,0.0020310076348571565,0.0020310076348571565,0.0011287480029007228,0.07841799157467876,0.0006782329983125268
5.1e-07,0.0020393988895882156,0.0020393988895882156,0.001144736183893324,0.07841816160762898,0.000714142842854285
5.6e-07,0.002047775786037203,0.002047775786037203,0.001160621499723852,0.07841833164063594,0.0007483314773547883
6.1e-07,0.0020561383770269052,0.0020561383770269052,0.0011764053875305868,0.0784185016736996,0.0007810249675906654
6.599999999999999e-07,0.002064486715108079,0.002064486715108079,0.0011920892563478337,0.07841867170681995,0.000812403840463596
7.1e-07,0.0020728208525612178,0.0020728208525612178,0.0012076744877974313,0.07841884173999694,0.0008426149773176359
7.6e-07,0.002081140841398304,0.002081140841398304,0.0012231624367598744,0.07841901177323075,0.0008717797887081348
8.1e-07,0.002089446733364556,0.002089446733364556,0.0012385544320257702,0.07841918180652124,0.0009
8.599999999999999e-07,0.0020977385799401437,0.0020977385799401437,0.0012538517769282837,0.07841935183986846,0.0009273618495495704
9.1e-07,0.0021060164323419067,0.0021060164323419067,0.0012690557499572188,0.07841952187327232,0.0009539392014169456
9.6e-07,0.0021142803415250557,0.0021142803415250557,0.0012841676053553647,0.07841969190673291,0.0009797958971132711
1.0099999999999999e-06,0.002122530358184854,0.002122530358184854,0.0012991885736976863,0.07841986194025025,0.001004987562112089
1.0599999999999998e-06,0.0021307665327582955,0.0021307665327582955,0.001314119862453948,0.07842003197382427,0.0010295630140987
1.11e-06,0.00213898891542576,0.00213898891542576,0.0013289626565353098,0.07842020200745502,0.0010535653752852738
1.16e-06,0.0021471975561126646,0.0021471975561126646,0.0013437181188254346,0.07842037204114244,0.0010770329614269007
1.2099999999999998e-06,0.0021553925044910977,0.0021553925044910977,0.0013583873906966091,0.07842054207488657,0.0010999999999999998
1.2599999999999998e-06,0.002163573809981439,0.002163573809981439,0.0013729715925113782,0.07842071210868744,0.0011224972160321822
1.3099999999999997e-06,0.002171741521753971,0.002171741521753971,0.0013874718241101585,0.07842088214254499,0.0011445523142259596
1.36e-06,0.0021798956887304766,0.0021798956887304766,0.001401889165285288,0.07842105217645919,0.00116619037896906
1.4099999999999998e-06,0.002188036359585823,0.002188036359585823,0.0014162246762419546,0.07842122221043014,0.0011874342087037917
1.4599999999999998e-06,0.0021961635827495354,0.0021961635827495354,0.0014304793980464208,0.0784213922444578,0.0012083045973594571
1.51e-06,0.002204277406407357,0.002204277406407357,0.001444654353061952,0.07842156227854213,0.0012288205727444507
1.5599999999999999e-06,0.002212377878502799,0.002212377878502799,0.0014587505453728439,0.07842173231268318,0.0012489995996796796
1.6099999999999998e-06,0.002220465046738675,0.002220465046738675,0.0014727689611969232,0.07842190234688091,0.0012688577540449519
1.6599999999999998e-06,0.0022285389585786335,0.0022285389585786335,0.0014867105692868883,0.07842207238113534,0.0012884098726725125
1.7099999999999997e-06,0.002236599661248661,0.002236599661248661,0.0015005763213208397,0.07842224241544653,0.0013076696830622019
1.7599999999999999e-06,0.002244647201738593,0.002244647201738593,0.0015143671522823365,0.07842241244981435,0.0013266499161421598
1.8099999999999998e-06,0.0022526816268036,0.0022526816268036,0.0015280839808303125,0.07842258248423889,0.001345362404707371
1.8599999999999998e-06,0.002260702982965673,0.002260702982965673,0.001541727709659157,0.07842275251872012,0.0013638181696985854
1.91e-06,0.0022687113165150807,0.0022687113165150807,0.0015552992258492753,0.07842292255325801,0.0013820274961085252
1.96e-06,0.002276706673511838,0.002276706673511838,0.0015687994012084075,0.07842309258785264,0.0014
2.01e-06,0.0022846890997871485,0.0022846890997871485,0.0015822290926040053,0.07842326262250389,0.0014177446878757825
2.0599999999999998e-06,0.002292658640944837,0.002292658640944837,0.0015955891422869254,0.07842343265721187,0.0014352700094407323
2.1099999999999997e-06,0.0023006153423627746,0.0023006153423627746,0.0016088803782067116,0.07842360269197657,0.0014525839046333948
2.1599999999999996e-06,0.002308559249194297,0.002308559249194297,0.0016221036143187146,0.07842377272679794,0.0014696938456699067
2.21e-06,0.002316490406369604,0.002316490406369604,0.0016352596508833015,0.07842394276167602,0.0014866068747318507
2.26e-06,0.002324408858597149,0.002324408858597149,0.0016483492747573832,0.07842411279661081,0.0015033296378372909
2.31e-06,0.0023323146503650286,0.0023323146503650286,0.0016613732596784982,0.0784242828316022,0.0015198684153570664
2.36e-06,0.0023402078259423488,0.0023402078259423488,0.0016743323665416696,0.07842445286665034,0.0015362291495737215
2.41e-06,0.0023480884293805883,0.0023480884293805883,0.0016872273436692444,0.07842462290175523,0.0015524174696260023
2.4599999999999997e-06,0.002355956504514948,0.002355956504514948,0.0017000589270739336,0.07842479293691669,0.001568438714135812
2.5099999999999997e-06,0.002363812094965695,0.002363812094965695,0.0017128278407152406,0.07842496297213485,0.0015842979517754858
2.5599999999999996e-06,0.0023716552441394936,0.0023716552441394936,0.0017255347967494792,0.07842513300740968,0.0015999999999999999
2.6099999999999996e-06,0.0023794859952307253,0.0023794859952307253,0.001738180495773563,0.07842530304274122,0.001615549442140351
2.66e-06,0.0023873043912227988,0.0023873043912227988,0.0017507656270627507,0.07842547307812946,0.001630950643030009
2.71e-06,0.002395110474889456,0.002395110474889456,0.001763290868802515,0.07842564311357439,0.0016462077633154328
2.76e-06,0.0024029042887960613,0.0024029042887960613,0.0017757568883147148,0.078425813149076,0.001661324772583615
2.8099999999999998e-06,0.0024106858753008826,0.0024106858753008826,0.001788164342278222,0.07842598318463428,0.0016763054614240208
2.8599999999999997e-06,0.0024184552765563693,0.0024184552765563693,0.0018005138769441682,0.07842615322024922,0.0016911534525287763
2.9099999999999997e-06,0.00242621253451041,0.00242621253451041,0.0018128061283459631,0.07842632325592093,0.001705872210923198
2.9599999999999996e-06,0.0024339576909075933,0.0024339576909075933,0.00182504172250423,0.07842649329164918,0.0017204650534085252
3.01e-06,0.002441690787290448,0.002441690787290448,0.0018372212756268033,0.07842666332743421,0.0017349351572897471
3.06e-06,0.0024494118650006777,0.0024494118650006777,0.0018493453943039268,0.07842683336327586,0.0017492855684535901
3.11e-06,0.0024571209651803945,0.0024571209651803945,0.001861414675698785,0.07842700339917424,0.0017635192088548397
3.16e-06,0.0024648181287733302,0.0024648181287733302,0.0018734297077335,0.07842717343512924,0.0017776388834631178
3.2099999999999998e-06,0.00247250339652605,0.00247250339652605,0.0018853910692707174,0.07842734347114091,0.0017916472867168917
3.2599999999999997e-06,0.0024801768089891462,0.0024801768089891462,0.001897299330290901,0.07842751350720925,0.0018055470085267787
3.3099999999999996e-06,0.002487838406518438,0.002487838406518438,0.0019091550520654618,0.07842768354333435,0.0018193405398660252
3.3599999999999996e-06,0.0024954882292761455,0.0024954882292761455,0.0019209587873258278,0.0784278535795161,0.001833030277982336
3.4099999999999995e-06,0.002503126317232071,0.002503126317232071,0.0019327110804285654,0.07842802361575449,0.0018466185312619387
3.46e-06,0.0025107527101647592,0.0025107527101647592,0.0019444124675166686,0.07842819365204952,0.0018601075237738274
3.51e-06,0.002518367447662655,0.002518367447662655,0.001956063476677106,0.0784283636884013,0.0018734993995195195
3.56e-06,0.0025259705691252545,0.0025259705691252545,0.00196766462809474,0.07842853372480964,0.0018867962264113207
3.6099999999999997e-06,0.0025335621137642437,0.0025335621137642437,0.0019792164342027057,0.07842870376127468,0.0019
3.6599999999999997e-06,0.002541142120604627,0.002541142120604627,0.001990719399829349,0.07842887379779646,0.001913112646970899
3.7099999999999996e-06,0.0025487106284858576,0.0025487106284858576,0.0020021740223418157,0.07842904383437481,0.0019261360284258222
3.7599999999999996e-06,0.0025562676760629466,0.0025562676760629466,0.0020135807917863765,0.07842921387100991,0.0019390719429665316
3.81e-06,0.002563813301807575,0.002563813301807575,0.002024940191025582,0.07842938390770161,0.0019519221295943134
3.8599999999999995e-06,0.00257134754400919,0.00257134754400919,0.002036252695872319,0.07842955394445014,0.0019646882704388497
3.91e-06,0.002578870440776099,0.002578870440776099,0.0020475187752208657,0.07842972398125514,0.0019773719933285187
3.959999999999999e-06,0.0025863820300365504,0.0025863820300365504,0.002058738891175006,0.07842989401811687,0.00198997487421324
4.01e-06,0.0025938823495398125,0.0025938823495398125,0.0020699134991732974,0.07843006405503535,0.0020024984394500784
4.06e-06,0.002601371436857241,0.002601371436857241,0.0020810430481115524,0.07843023409201035,0.0020149441679609883
4.11e-06,0.002608849329383336,0.002608849329383336,0.0020921279804626096,0.07843040412904205,0.0020273134932713294
4.16e-06,0.0026163160643368016,0.0026163160643368016,0.002103168732393475,0.07843057416613039,0.002039607805437114
4.2099999999999995e-06,0.0026237716787615834,0.0026237716787615834,0.0021141657338798778,0.07843074420327548,0.002051828452868319
4.26e-06,0.002631216209527912,0.002631216209527912,0.002125119408818332,0.07843091424047716,0.0020639767440550293
4.309999999999999e-06,0.0026386496933333324,0.0026386496933333324,0.0021360301751357507,0.0784310842777355,0.002076053949202669
4.36e-06,0.002646072166703726,0.002646072166703726,0.0021468984448966815,0.0784312543150505,0.00208806130178211
4.41e-06,0.0026534836659943264,0.0026534836659943264,0.002157724624408222,0.07843142435242222,0.0021
4.46e-06,0.002660884227390728,0.002660884227390728,0.0021685091143226736,0.0784315943898505,0.0021118712081942873
4.51e-06,0.0026682738869098885,0.0026682738869098885,0.0021792523097379952,0.07843176442733552,0.0021236760581595303
4.5599999999999995e-06,0.0026756526804011223,0.0026756526804011223,0.002189954600296097,0.07843193446487715,0.002135415650406262
4.61e-06,0.0026830206435470897,0.0026830206435470897,0.002200616370279053,0.07843210450247541,0.0021470910553583887
4.6599999999999994e-06,0.0026903778118647723,0.0026903778118647723,0.002211237998703256,0.07843227454013041,0.0021587033144922904
4.71e-06,0.0026977242207064512,0.0026977242207064512,0.0022218198594115895,0.07843244457784199,0.0021702534414210703
4.759999999999999e-06,0.002705059905260672,0.002705059905260672,0.002232362321163651,0.07843261461561021,0.002181742422927143
4.81e-06,0.0027123849005532045,0.0027123849005532045,0.0022428657477240803,0.07843278465343516,0.002193171219946131
4.86e-06,0.002719699241447994,0.002719699241447994,0.0022533304979490357,0.07843295469131668,0.0022045407685048605
4.91e-06,0.0027270029626481093,0.0027270029626481093,0.002263756925870871,0.0784331247292549,0.0022158519806160337
4.96e-06,0.0027342960986966817,0.0027342960986966817,0.002274145380781048,0.07843329476724974,0.0022271057451320087
5.0099999999999995e-06,0.0027415786839778376,0.0027415786839778376,0.00228449620731133,0.07843346480530129,0.002238302928559939
5.06e-06,0.0027488507527176267,0.0027488507527176267,0.002294809745513302,0.07843363484340939,0.0022494443758403985
5.109999999999999e-06,0.002756112338984937,0.002756112338984937,0.002305086330936253,0.07843380488157425,0.002260530911091463
5.16e-06,0.0027633634766924147,0.0027633634766924147,0.002315326294703461,0.07843397491979562,0.0022715633383201092
5.209999999999999e-06,0.0027706041995973667,0.0027706041995973667,0.0023255299635869223,0.07843414495807373,0.0022825424421026655
